"Name","Location","Symbol Type","Data Type","Namespace","Source","Reference Count","Offcut Ref Count"
"FUN_080595e4","080595e4","Function","undefined","Global","Default","0","1"
"FUN_08059608","08059608","Function","undefined","Global","Default","1","0"
"FUN_08059690","08059690","Function","undefined","Global","Default","2","0"
"FUN_080596e0","080596e0","Function","undefined","Global","Default","2","0"
"FUN_08059844","08059844","Function","undefined","Global","Default","1","0"
"FUN_0805986c","0805986c","Function","undefined","Global","Default","4","0"
"FUN_08059894","08059894","Function","undefined","Global","Default","2","0"
"FUN_080598f8","080598f8","Function","undefined","Global","Default","1","0"
"FUN_08059960","08059960","Function","undefined","Global","Default","1","0"
"FUN_08059994","08059994","Function","undefined","Global","Default","1","0"
"FUN_080599b8","080599b8","Function","undefined","Global","Default","0","1"
"FUN_080599ec","080599ec","Function","undefined","Global","Default","0","1"
"FUN_08059a2c","08059a2c","Function","undefined","Global","Default","0","1"
"FUN_08059a58","08059a58","Function","undefined","Global","Default","2","0"
"FUN_08059b18","08059b18","Function","undefined","Global","Default","2","0"
"FUN_08059c8c","08059c8c","Function","undefined","Global","Default","5","0"
"FUN_08059cc0","08059cc0","Function","undefined","Global","Default","10","0"
"FUN_08059d18","08059d18","Function","undefined","Global","Default","2","0"
"FUN_08059dac","08059dac","Function","undefined","Global","Default","0","1"
"FUN_08059e58","08059e58","Function","undefined","Global","Default","0","1"
"FUN_08059e80","08059e80","Function","undefined","Global","Default","0","1"
"FUN_08059ef8","08059ef8","Function","undefined","Global","Default","0","1"
"FUN_08059f9c","08059f9c","Function","undefined","Global","Default","1","0"
"switchD","08059fb0","Instruction Label","","switchD_08059fb0","Analysis","0","0"
"switchdataD_08059fbc","08059fbc","Data Label","undefined *","switchD_08059fb0","Analysis","3","0"
"caseD_1","0805a01c","Instruction Label","","switchD_08059fb0","Analysis","2","0"
"caseD_7","0805a02a","Instruction Label","","switchD_08059fb0","Analysis","3","0"
"caseD_0","0805a036","Instruction Label","","switchD_08059fb0","Analysis","5","0"
"caseD_8","0805a036","Instruction Label","","switchD_08059fb0","Analysis","0","0"
"caseD_9","0805a036","Instruction Label","","switchD_08059fb0","Analysis","0","0"
"caseD_17","0805a036","Instruction Label","","switchD_08059fb0","Analysis","0","0"
"caseD_2","0805a03a","Instruction Label","","switchD_08059fb0","Analysis","20","0"
"caseD_3","0805a03a","Instruction Label","","switchD_08059fb0","Analysis","0","0"
"caseD_4","0805a03a","Instruction Label","","switchD_08059fb0","Analysis","0","0"
"caseD_5","0805a03a","Instruction Label","","switchD_08059fb0","Analysis","0","0"
"caseD_6","0805a03a","Instruction Label","","switchD_08059fb0","Analysis","0","0"
"caseD_a","0805a03a","Instruction Label","","switchD_08059fb0","Analysis","0","0"
"caseD_b","0805a03a","Instruction Label","","switchD_08059fb0","Analysis","0","0"
"caseD_c","0805a03a","Instruction Label","","switchD_08059fb0","Analysis","0","0"
"caseD_d","0805a03a","Instruction Label","","switchD_08059fb0","Analysis","0","0"
"caseD_e","0805a03a","Instruction Label","","switchD_08059fb0","Analysis","0","0"
"caseD_f","0805a03a","Instruction Label","","switchD_08059fb0","Analysis","0","0"
"caseD_10","0805a03a","Instruction Label","","switchD_08059fb0","Analysis","0","0"
"caseD_11","0805a03a","Instruction Label","","switchD_08059fb0","Analysis","0","0"
"caseD_12","0805a03a","Instruction Label","","switchD_08059fb0","Analysis","0","0"
"caseD_13","0805a03a","Instruction Label","","switchD_08059fb0","Analysis","0","0"
"caseD_14","0805a03a","Instruction Label","","switchD_08059fb0","Analysis","0","0"
"caseD_15","0805a03a","Instruction Label","","switchD_08059fb0","Analysis","0","0"
"caseD_16","0805a03a","Instruction Label","","switchD_08059fb0","Analysis","0","0"
"FUN_0805a048","0805a048","Function","undefined","Global","Default","0","1"
"FUN_0805a098","0805a098","Function","undefined","Global","Default","2","0"
"FUN_0805a0c0","0805a0c0","Function","undefined","Global","Default","0","1"
"FUN_0805a114","0805a114","Function","undefined","Global","Default","1","0"
"switchD","0805a152","Instruction Label","","switchD_0805a152","Analysis","0","0"
"switchdataD_0805a168","0805a168","Data Label","undefined *","switchD_0805a152","Analysis","2","0"
"caseD_4","0805a188","Instruction Label","","switchD_0805a152","Analysis","2","0"
"caseD_1","0805a18c","Instruction Label","","switchD_0805a152","Analysis","3","0"
"caseD_7","0805a18c","Instruction Label","","switchD_0805a152","Analysis","0","0"
"caseD_0","0805a190","Instruction Label","","switchD_0805a152","Analysis","8","0"
"caseD_2","0805a190","Instruction Label","","switchD_0805a152","Analysis","0","0"
"caseD_3","0805a190","Instruction Label","","switchD_0805a152","Analysis","0","0"
"caseD_5","0805a190","Instruction Label","","switchD_0805a152","Analysis","0","0"
"caseD_6","0805a190","Instruction Label","","switchD_0805a152","Analysis","0","0"
"FUN_0805a1d8","0805a1d8","Function","undefined","Global","Default","1","0"
"FUN_0805a280","0805a280","Function","undefined","Global","Default","1","1"
"FUN_0805a298","0805a298","Function","undefined","Global","Default","0","1"
"FUN_0805a2e4","0805a2e4","Function","undefined","Global","Default","0","1"
"LoadChuChuBossRoom","0805a370","Function","undefined","Global","User Defined","0","1"
"FUN_0805a3d4","0805a3d4","Function","undefined","Global","Default","0","1"
"FUN_0805a464","0805a464","Function","undefined","Global","Default","0","1"
"FUN_0805a480","0805a480","Function","undefined","Global","Default","0","1"
"FUN_0805a498","0805a498","Function","undefined","Global","Default","0","1"
"FUN_0805a4b4","0805a4b4","Function","undefined","Global","Default","0","1"
"FUN_0805a4cc","0805a4cc","Function","undefined","Global","Default","4","0"
"FUN_0805a500","0805a500","Function","undefined","Global","Default","0","1"
"FUN_0805a5fc","0805a5fc","Function","undefined","Global","Default","0","1"
"FUN_0805a618","0805a618","Function","undefined","Global","Default","0","1"
"FUN_0805a628","0805a628","Function","undefined","Global","Default","0","1"
"FUN_0805a64c","0805a64c","Function","undefined","Global","Default","0","1"
"FUN_0805a664","0805a664","Function","undefined","Global","Default","0","1"
"FUN_0805a68c","0805a68c","Function","undefined","Global","Default","1","0"
"FUN_0805a6e8","0805a6e8","Function","undefined","Global","Default","0","1"
"FUN_0805a73c","0805a73c","Function","undefined","Global","Default","3","0"
"FUN_0805a758","0805a758","Function","undefined","Global","Default","0","1"
"FUN_0805a76c","0805a76c","Function","undefined","Global","Default","0","1"
"FUN_0805a7e4","0805a7e4","Function","undefined","Global","Default","0","1"
"FUN_0805a804","0805a804","Function","undefined","Global","Default","0","1"
"switchD","0805a816","Instruction Label","","switchD_0805a816","Analysis","0","0"
"switchdataD_0805a81c","0805a81c","Data Label","undefined *","switchD_0805a816","Analysis","3","0"
"caseD_0","0805a830","Instruction Label","","switchD_0805a816","Analysis","2","0"
"caseD_1","0805a858","Instruction Label","","switchD_0805a816","Analysis","2","0"
"caseD_2","0805a866","Instruction Label","","switchD_0805a816","Analysis","2","0"
"caseD_3","0805a872","Instruction Label","","switchD_0805a816","Analysis","2","0"
"caseD_4","0805a88a","Instruction Label","","switchD_0805a816","Analysis","3","0"
"FUN_0805a89c","0805a89c","Function","undefined","Global","Default","5","0"
"FUN_0805a8ec","0805a8ec","Function","undefined","Global","Default","4","0"
"FUN_0805a94c","0805a94c","Function","undefined","Global","Default","1","0"
"FUN_0805a9cc","0805a9cc","Function","undefined","Global","Default","1","0"
"FUN_0805aa58","0805aa58","Function","undefined","Global","Default","2","0"
"FUN_0805aac8","0805aac8","Function","undefined","Global","Default","0","1"
"FUN_0805aadc","0805aadc","Function","undefined","Global","Default","1","0"
"FUN_0805aaf0","0805aaf0","Function","undefined","Global","Default","7","0"
"FUN_0805ab4c","0805ab4c","Function","undefined","Global","Default","0","1"
"FUN_0805acc0","0805acc0","Function","undefined","Global","Default","7","0"
"FUN_0805ad48","0805ad48","Function","undefined","Global","Default","0","1"
"FUN_0805ad60","0805ad60","Function","undefined","Global","Default","0","1"
"CreateItemEntity","0805ad80","Function","undefined","Global","User Defined","1","0"
"FUN_0805add8","0805add8","Function","undefined","Global","Default","11","1"
"FUN_0805aedc","0805aedc","Function","undefined","Global","Default","0","0"
"debugFunction","0805af60","Function","undefined","Global","User Defined","37","1"
"FUN_0805b030","0805b030","Function","undefined","Global","Default","0","1"
"FUN_0805b048","0805b048","Function","undefined","Global","Default","0","1"
"FUN_0805b168","0805b168","Function","undefined","Global","Default","0","0"
"FUN_0805b1cc","0805b1cc","Function","undefined","Global","Default","1","0"
"FUN_0805b210","0805b210","Function","undefined","Global","Default","1","0"
"FUN_0805b2b0","0805b2b0","Function","undefined","Global","Default","2","0"
"FUN_0805b328","0805b328","Function","undefined","Global","Default","1","0"
"FUN_0805b390","0805b390","Function","undefined","Global","Default","2","0"
"FUN_0805b3b4","0805b3b4","Function","undefined","Global","Default","1","1"
"FUN_0805b448","0805b448","Function","undefined","Global","Default","0","1"
"FUN_0805b474","0805b474","Function","undefined","Global","Default","0","0"
"FUN_0805b4b4","0805b4b4","Function","undefined","Global","Default","0","0"
"ModifyBG","0805b4d0","Function","undefined","Global","User Defined","10","0"
"FUN_0805b53c","0805b53c","Function","undefined","Global","Default","0","1"
"CreateWaterDrop","0805b55c","Function","undefined","Global","User Defined","0","0"
"FUN_0805b5c8","0805b5c8","Function","undefined","Global","Default","0","1"
"FUN_0805b680","0805b680","Function","undefined","Global","Default","0","1"
"FUN_0805b6c0","0805b6c0","Function","undefined","Global","Default","1","0"
"FUN_0805b6f4","0805b6f4","Function","undefined","Global","Default","0","1"
"FUN_0805b70c","0805b70c","Function","undefined","Global","Default","0","1"
"FUN_0805b744","0805b744","Function","undefined","Global","Default","0","0"
"FUN_0805b778","0805b778","Function","undefined","Global","Default","3","0"
"FUN_0805b7a0","0805b7a0","Function","undefined","Global","Default","0","1"
"CreateMinishSizedEntrance","0805b820","Function","undefined","Global","User Defined","0","1"
"FUN_0805b8cc","0805b8cc","Function","undefined","Global","Default","1","0"
"FUN_0805b8ec","0805b8ec","Function","undefined","Global","Default","1","1"
"FUN_0805ba78","0805ba78","Function","undefined","Global","Default","4","0"
"FUN_0805bad4","0805bad4","Function","undefined","Global","Default","4","0"
"FUN_0805bb00","0805bb00","Function","undefined","Global","Default","1","0"
"FUN_0805bb74","0805bb74","Function","undefined","Global","Default","2","0"
"FUN_0805bbbc","0805bbbc","Function","undefined","Global","Default","1","0"
"FUN_0805bc04","0805bc04","Function","undefined","Global","Default","1","0"
"FUN_0805bc4c","0805bc4c","Function","undefined","Global","Default","5","0"
"FUN_0805bc74","0805bc74","Function","undefined","Global","Default","0","1"
"FUN_0805bc8c","0805bc8c","Function","undefined","Global","Default","0","1"
"FUN_0805bcd4","0805bcd4","Function","undefined","Global","Default","0","1"
"FUN_0805bd5c","0805bd5c","Function","undefined","Global","Default","0","1"
"FUN_0805bdb4","0805bdb4","Function","undefined","Global","Default","0","1"
"FUN_0805be70","0805be70","Function","undefined","Global","Default","3","0"
"FUN_0805be94","0805be94","Function","undefined","Global","Default","4","0"
"FUN_0805bec4","0805bec4","Function","undefined","Global","Default","3","0"
"FUN_0805bf18","0805bf18","Function","undefined","Global","Default","0","1"
"FUN_0805bf30","0805bf30","Function","undefined","Global","Default","0","1"
"FUN_0805bf78","0805bf78","Function","undefined","Global","Default","0","0"
"FUN_0805bfa4","0805bfa4","Function","undefined","Global","Default","0","0"
"FUN_0805bfc4","0805bfc4","Function","undefined","Global","Default","1","0"
"FUN_0805c02c","0805c02c","Function","undefined","Global","Default","2","0"
"FUN_0805c050","0805c050","Function","undefined","Global","Default","0","1"
"FUN_0805c178","0805c178","Function","undefined","Global","Default","0","1"
"FUN_0805c294","0805c294","Function","undefined","Global","Default","0","1"
"FUN_0805c3b4","0805c3b4","Function","undefined","Global","Default","0","1"
"FUN_0805c4e0","0805c4e0","Function","undefined","Global","Default","0","1"
"FUN_0805c608","0805c608","Function","undefined","Global","Default","5","0"
"FUN_0805c61c","0805c61c","Function","undefined","Global","Default","0","1"
"FUN_0805c6b8","0805c6b8","Function","undefined","Global","Default","0","1"
"CreatePushableObject","0805c6d0","Function","undefined","Global","User Defined","0","1"
"FUN_0805c7a0","0805c7a0","Function","undefined","Global","Default","0","0"
"FUN_0805c7c4","0805c7c4","Function","undefined","Global","Default","0","0"
"FUN_0805c7cc","0805c7cc","Function","undefined","Global","Default","2","0"
"FUN_0805c81c","0805c81c","Function","undefined","Global","Default","0","1"
"FUN_0805c874","0805c874","Function","undefined","Global","Default","0","1"
"FUN_0805c894","0805c894","Function","undefined","Global","Default","0","1"
"FUN_0805c8b4","0805c8b4","Function","undefined","Global","Default","1","1"
"FUN_0805c908","0805c908","Function","undefined","Global","Default","0","1"
"FUN_0805c920","0805c920","Function","undefined","Global","Default","3","0"
"FUN_0805c94c","0805c94c","Function","undefined","Global","Default","0","1"
"FUN_0805c9bc","0805c9bc","Function","undefined","Global","Default","0","0"
"FUN_0805ca6c","0805ca6c","Function","undefined","Global","Default","1","0"
"FUN_0805caf0","0805caf0","Function","undefined","Global","Default","1","0"
"FUN_0805cb48","0805cb48","Function","undefined","Global","Default","1","0"
"FUN_0805cb90","0805cb90","Function","undefined","Global","Default","0","1"
"FUN_0805cbd0","0805cbd0","Function","undefined","Global","Default","1","0"
"FUN_0805cc3c","0805cc3c","Function","undefined","Global","Default","1","0"
"FUN_0805cf80","0805cf80","Function","undefined","Global","Default","1","0"
"FUN_0805cfc0","0805cfc0","Function","undefined","Global","Default","0","1"
"FUN_0805cff0","0805cff0","Function","undefined","Global","Default","1","0"
"FUN_0805d014","0805d014","Function","undefined","Global","Default","0","1"
"FUN_0805d02c","0805d02c","Function","undefined","Global","Default","0","1"
"FUN_0805d0c4","0805d0c4","Function","undefined","Global","Default","0","0"
"FUN_0805d0fc","0805d0fc","Function","undefined","Global","Default","0","0"
"FUN_0805d11c","0805d11c","Function","undefined","Global","Default","1","0"
"FUN_0805d174","0805d174","Function","undefined","Global","Default","0","1"
"FUN_0805d1fc","0805d1fc","Function","undefined","Global","Default","0","1"
"FUN_0805d250","0805d250","Function","undefined","Global","Default","0","1"
"FUN_0805d268","0805d268","Function","undefined","Global","Default","0","1"
"FUN_0805d280","0805d280","Function","undefined","Global","Default","0","1"
"FUN_0805d2c0","0805d2c0","Function","undefined","Global","Default","0","1"
"FUN_0805d2f4","0805d2f4","Function","undefined","Global","Default","1","1"
"FUN_0805d36c","0805d36c","Function","undefined","Global","Default","0","1"
"FUN_0805d384","0805d384","Function","undefined","Global","Default","0","1"
"FUN_0805d3c8","0805d3c8","Function","undefined","Global","Default","1","1"
"FUN_0805d4ac","0805d4ac","Function","undefined","Global","Default","0","1"
"FUN_0805d630","0805d630","Function","undefined","Global","Default","0","1"
"FUN_0805d7a4","0805d7a4","Function","undefined","Global","Default","0","1"
"FUN_0805d7dc","0805d7dc","Function","undefined","Global","Default","0","1"
"FUN_0805d860","0805d860","Function","undefined","Global","Default","0","1"
"FUN_0805d900","0805d900","Function","undefined","Global","Default","0","1"
"FUN_0805d98c","0805d98c","Function","undefined","Global","Default","0","1"
"FUN_0805d9d8","0805d9d8","Function","undefined","Global","Default","1","0"
"FUN_0805da08","0805da08","Function","undefined","Global","Default","1","0"
"FUN_0805da90","0805da90","Function","undefined","Global","Default","2","0"
"FUN_0805dae8","0805dae8","Function","undefined","Global","Default","0","1"
"FUN_0805db94","0805db94","Function","undefined","Global","Default","0","1"
"FUN_0805dbcc","0805dbcc","Function","undefined","Global","Default","0","0"
"FUN_0805dbf0","0805dbf0","Function","undefined","Global","Default","1","0"
"FUN_0805dc70","0805dc70","Function","undefined","Global","Default","1","0"
"FUN_0805dc84","0805dc84","Function","undefined","Global","Default","0","1"
"FUN_0805dc9c","0805dc9c","Function","undefined","Global","Default","0","1"
"FUN_0805dcc8","0805dcc8","Function","undefined","Global","Default","0","1"
"FUN_0805dd24","0805dd24","Function","undefined","Global","Default","0","1"
"FUN_0805dd68","0805dd68","Function","undefined","Global","Default","0","1"
"FUN_0805ddb4","0805ddb4","Function","undefined","Global","Default","0","1"
"FUN_0805ddec","0805ddec","Function","undefined","Global","Default","1","0"
"FUN_0805de18","0805de18","Function","undefined","Global","Default","1","0"
"FUN_0805de38","0805de38","Function","undefined","Global","Default","0","1"
"FUN_0805de50","0805de50","Function","undefined","Global","Default","0","1"
"FUN_0805de68","0805de68","Function","undefined","Global","Default","0","1"
"FUN_0805deb8","0805deb8","Function","undefined","Global","Default","0","1"
"FUN_0805df4c","0805df4c","Function","undefined","Global","Default","0","1"
"FUN_0805df98","0805df98","Function","undefined","Global","Default","0","1"
"FUN_0805dfcc","0805dfcc","Function","undefined","Global","Default","0","1"
"FUN_0805dfe8","0805dfe8","Function","undefined","Global","Default","0","0"
"FUN_0805e000","0805e000","Function","undefined","Global","Default","0","1"
"FUN_0805e078","0805e078","Function","undefined","Global","Default","0","0"
"FUN_0805e094","0805e094","Function","undefined","Global","Default","1","0"
"FUN_0805e0a8","0805e0a8","Function","undefined","Global","Default","0","1"
"FUN_0805e0c0","0805e0c0","Function","undefined","Global","Default","0","1"
"FUN_0805e0fc","0805e0fc","Function","undefined","Global","Default","0","1"
"FUN_0805e18c","0805e18c","Function","undefined","Global","Default","0","0"
"FUN_0805e1d8","0805e1d8","Function","undefined","Global","Default","2","0"
"FUN_0805e1f8","0805e1f8","Function","undefined","Global","Default","1","0"
"FUN_0805e248","0805e248","Function","undefined","Global","Default","1","0"
"FUN_0805e374","0805e374","Function","undefined","Global","Default","3","0"
"someOperation","0805e3a0","Function","undefined","Global","User Defined","127","0"
"FUN_0805e3b0","0805e3b0","Function","undefined","Global","Default","9","0"
"FUN_0805e40c","0805e40c","Function","undefined","Global","Default","3","0"
"FUN_0805e428","0805e428","Function","undefined","Global","Default","1","0"
"FUN_0805e450","0805e450","Function","undefined","Global","Default","4","0"
"FUN_0805e470","0805e470","Function","undefined","Global","Default","4","0"
"FUN_0805e47c","0805e47c","Function","undefined","Global","Default","3","0"
"FUN_0805e4a0","0805e4a0","Function","undefined","Global","Default","0","0"
"FUN_0805e4cc","0805e4cc","Function","undefined","Global","Default","1","0"
"FUN_0805e4e0","0805e4e0","Function","undefined","Global","Default","38","0"
"FUN_0805e510","0805e510","Function","undefined","Global","Default","4","0"
"FUN_0805e524","0805e524","Function","undefined","Global","Default","1","0"
"FUN_0805e544","0805e544","Function","undefined","Global","Default","8","0"
"FUN_0805e564","0805e564","Function","undefined","Global","Default","7","0"
"FUN_0805e584","0805e584","Function","undefined","Global","Default","5","0"
"FUN_0805e59c","0805e59c","Function","undefined","Global","Default","2","0"
"FUN_0805e5a8","0805e5a8","Function","undefined","Global","Default","13","0"
"FUN_0805e5b4","0805e5b4","Function","undefined","Global","Default","11","0"
"FUN_0805e5c0","0805e5c0","Function","undefined","Global","Default","13","0"
"FUN_0805e5f8","0805e5f8","Function","undefined","Global","Default","5","0"
"EraseAllEntities","0805e60c","Function","undefined","Global","User Defined","4","0"
"GetEmptyEntity","0805e678","Function","Entity *","Global","User Defined","6","0"
"GetPlayerItemEntity","0805e744","Function","Entity *","Global","User Defined","4","0"
"GetEmptyEntity","0805e768","Function","Entity *","Global","User Defined","1","0"
"heartFunction","0805e780","Function","undefined","Global","User Defined","550","1"
"FUN_0805e79c","0805e79c","Function","undefined","Global","Default","8","0"
"InitializeEntity","0805e7bc","Function","undefined","Global","User Defined","124","1"
"FUN_0805e84c","0805e84c","Function","undefined","Global","Default","4","0"
"LoadGamepakObjInstance","0805e870","Function","undefined","Global","User Defined","3","0"
"FUN_0805e89c","0805e89c","Function","undefined","Global","Default","7","0"
"GetEmptySlot","0805e8d4","Function","undefined","Global","User Defined","13","0"
"FUN_0805e900","0805e900","Function","undefined","Global","Default","20","0"
"ClearArray","0805e92c","Function","undefined","Global","User Defined","2","0"
"FUN_0805e958","0805e958","Function","undefined","Global","Default","1","0"
"Load72Bit","0805e974","Function","undefined","Global","User Defined","2","0"
"FUN_0805e98c","0805e98c","Function","undefined","Global","Default","2","0"
"FUN_0805e9a8","0805e9a8","Function","undefined","Global","Default","2","0"
"FUN_0805e9f4","0805e9f4","Function","undefined","Global","Default","2","0"
"FUN_0805ea2c","0805ea2c","Function","undefined","Global","Default","27","0"
"FUN_0805ea78","0805ea78","Function","undefined","Global","Default","3","0"
"FUN_0805ea98","0805ea98","Function","undefined","Global","Default","3","0"
"FUN_0805eabc","0805eabc","Function","undefined","Global","Default","4","0"
"FUN_0805eb00","0805eb00","Function","undefined","Global","Default","15","0"
"FUN_0805eb2c","0805eb2c","Function","undefined","Global","Default","23","0"
"FUN_0805eb64","0805eb64","Function","undefined","Global","Default","8","0"
"GetEntityByType","0805eb9c","Function","Entity *","Global","User Defined","5","0"
"FUN_0805ebcc","0805ebcc","Function","undefined","Global","Default","0","0"
"FUN_0805ec04","0805ec04","Function","undefined","Global","Default","1","0"
"FUN_0805ec60","0805ec60","Function","undefined","Global","Default","11","0"
"FUN_0805ec9c","0805ec9c","Function","undefined","Global","Default","72","0"
"FUN_0805ecec","0805ecec","Function","undefined","Global","Default","2","0"
"FUN_0805ed14","0805ed14","Function","undefined","Global","Default","1","0"
"FUN_0805ed30","0805ed30","Function","undefined","Global","Default","1","0"
"FUN_0805ee04","0805ee04","Function","undefined","Global","Default","2","0"
"FUN_0805ee88","0805ee88","Function","undefined","Global","Default","1","0"
"RetrieveGameString","0805eeb4","Function","bool","Global","User Defined","5","0"
"FUN_0805eeda","0805eeda","Function","undefined","Global","Default","0","0"
"FUN_0805ef40","0805ef40","Function","bool","Global","Default","4","0"
"FUN_0805ef8c","0805ef8c","Function","undefined","Global","Default","21","0"
"FUN_0805efb4","0805efb4","Function","undefined","Global","Default","1","0"
"GetGameString","0805efe8","Function","undefined","Global","User Defined","3","0"
"caseD_10","0805effc","Instruction Label","","switchD_0805f006","Analysis","1","0"
"switchD","0805f006","Instruction Label","","switchD_0805f006","Analysis","0","0"
"switchdataD_0805f00c","0805f00c","Data Label","undefined *","switchD_0805f006","Analysis","3","0"
"caseD_0","0805f04c","Instruction Label","","switchD_0805f006","Analysis","2","0"
"caseD_1","0805f058","Instruction Label","","switchD_0805f006","Analysis","2","0"
"caseD_2","0805f06e","Instruction Label","","switchD_0805f006","Analysis","2","0"
"caseD_3","0805f07a","Instruction Label","","switchD_0805f006","Analysis","2","0"
"caseD_4","0805f090","Instruction Label","","switchD_0805f006","Analysis","2","0"
"switchD","0805f0a4","Instruction Label","","switchD_0805f0a4","Analysis","0","0"
"switchdataD_0805f0ac","0805f0ac","Data Label","undefined *","switchD_0805f0a4","Analysis","3","0"
"caseD_0","0805f104","Instruction Label","","switchD_0805f0a4","Analysis","17","0"
"caseD_1","0805f104","Instruction Label","","switchD_0805f0a4","Analysis","0","0"
"caseD_2","0805f104","Instruction Label","","switchD_0805f0a4","Analysis","0","0"
"caseD_3","0805f104","Instruction Label","","switchD_0805f0a4","Analysis","0","0"
"caseD_4","0805f104","Instruction Label","","switchD_0805f0a4","Analysis","0","0"
"caseD_5","0805f104","Instruction Label","","switchD_0805f0a4","Analysis","0","0"
"caseD_6","0805f104","Instruction Label","","switchD_0805f0a4","Analysis","0","0"
"caseD_7","0805f104","Instruction Label","","switchD_0805f0a4","Analysis","0","0"
"caseD_8","0805f104","Instruction Label","","switchD_0805f0a4","Analysis","0","0"
"caseD_9","0805f104","Instruction Label","","switchD_0805f0a4","Analysis","0","0"
"caseD_a","0805f104","Instruction Label","","switchD_0805f0a4","Analysis","0","0"
"caseD_b","0805f104","Instruction Label","","switchD_0805f0a4","Analysis","0","0"
"caseD_c","0805f104","Instruction Label","","switchD_0805f0a4","Analysis","0","0"
"caseD_d","0805f104","Instruction Label","","switchD_0805f0a4","Analysis","0","0"
"caseD_e","0805f104","Instruction Label","","switchD_0805f0a4","Analysis","0","0"
"caseD_f","0805f104","Instruction Label","","switchD_0805f0a4","Analysis","0","0"
"caseD_10","0805f108","Instruction Label","","switchD_0805f0a4","Analysis","2","0"
"caseD_11","0805f114","Instruction Label","","switchD_0805f0a4","Analysis","2","0"
"caseD_12","0805f118","Instruction Label","","switchD_0805f0a4","Analysis","2","0"
"caseD_13","0805f11c","Instruction Label","","switchD_0805f0a4","Analysis","2","0"
"caseD_14","0805f120","Instruction Label","","switchD_0805f0a4","Analysis","3","0"
"caseD_15","0805f120","Instruction Label","","switchD_0805f0a4","Analysis","0","0"
"caseD_16","0805f12c","Instruction Label","","switchD_0805f0a4","Analysis","7","0"
"caseD_5","0805f130","Instruction Label","","switchD_0805f006","Analysis","2","0"
"caseD_6","0805f150","Instruction Label","","switchD_0805f006","Analysis","2","0"
"caseD_7","0805f196","Instruction Label","","switchD_0805f006","Analysis","2","0"
"caseD_8","0805f1c0","Instruction Label","","switchD_0805f006","Analysis","2","0"
"caseD_9","0805f1cc","Instruction Label","","switchD_0805f006","Analysis","2","0"
"caseD_a","0805f1d8","Instruction Label","","switchD_0805f006","Analysis","2","0"
"caseD_b","0805f1dc","Instruction Label","","switchD_0805f006","Analysis","2","0"
"caseD_c","0805f1ec","Instruction Label","","switchD_0805f006","Analysis","2","0"
"caseD_d","0805f1fc","Instruction Label","","switchD_0805f006","Analysis","2","0"
"caseD_e","0805f20c","Instruction Label","","switchD_0805f006","Analysis","2","0"
"caseD_f","0805f21c","Instruction Label","","switchD_0805f006","Analysis","2","0"
"FUN_0805f25c","0805f25c","Function","undefined","Global","Default","2","0"
"switchD","0805f276","Instruction Label","","switchD_0805f276","Analysis","0","0"
"switchdataD_0805f27c","0805f27c","Data Label","undefined *","switchD_0805f276","Analysis","2","0"
"caseD_0","0805f2a0","Instruction Label","","switchD_0805f276","Analysis","3","0"
"caseD_1","0805f2a0","Instruction Label","","switchD_0805f276","Analysis","0","0"
"caseD_5","0805f2b4","Instruction Label","","switchD_0805f276","Analysis","5","0"
"caseD_6","0805f2b4","Instruction Label","","switchD_0805f276","Analysis","0","0"
"caseD_7","0805f2b4","Instruction Label","","switchD_0805f276","Analysis","0","0"
"caseD_8","0805f2b4","Instruction Label","","switchD_0805f276","Analysis","0","0"
"caseD_2","0805f2b6","Instruction Label","","switchD_0805f276","Analysis","8","0"
"caseD_3","0805f2b6","Instruction Label","","switchD_0805f276","Analysis","0","0"
"caseD_4","0805f2b6","Instruction Label","","switchD_0805f276","Analysis","0","0"
"FUN_0805f2c8","0805f2c8","Function","undefined","Global","Default","4","0"
"FUN_0805f300","0805f300","Function","undefined","Global","Default","4","0"
"Load48Bit","0805f324","Function","undefined","Global","User Defined","3","0"
"switchD","0805f366","Instruction Label","","switchD_0805f366","Analysis","0","0"
"switchdataD_0805f36c","0805f36c","Data Label","pointer","switchD_0805f366","Analysis","3","0"
"caseD_c","0805f3a8","Instruction Label","","switchD_0805f366","Analysis","2","0"
"caseD_b","0805f3ac","Instruction Label","","switchD_0805f366","Analysis","2","0"
"caseD_f","0805f3b4","Instruction Label","","switchD_0805f366","Analysis","2","0"
"caseD_2","0805f3fc","Instruction Label","","switchD_0805f366","Analysis","16","0"
"caseD_3","0805f3fc","Instruction Label","","switchD_0805f366","Analysis","0","0"
"caseD_4","0805f3fc","Instruction Label","","switchD_0805f366","Analysis","0","0"
"caseD_5","0805f3fc","Instruction Label","","switchD_0805f366","Analysis","0","0"
"caseD_6","0805f3fc","Instruction Label","","switchD_0805f366","Analysis","0","0"
"caseD_7","0805f3fc","Instruction Label","","switchD_0805f366","Analysis","0","0"
"caseD_8","0805f3fc","Instruction Label","","switchD_0805f366","Analysis","0","0"
"caseD_9","0805f3fc","Instruction Label","","switchD_0805f366","Analysis","0","0"
"caseD_a","0805f3fc","Instruction Label","","switchD_0805f366","Analysis","0","0"
"caseD_d","0805f3fc","Instruction Label","","switchD_0805f366","Analysis","0","0"
"caseD_e","0805f3fc","Instruction Label","","switchD_0805f366","Analysis","0","0"
