"Name","Location","Symbol Type","Data Type","Namespace","Source","Reference Count","Offcut Ref Count"
"caseD_b","0808ad6c","Instruction Label","","switchD_0808ad18","Analysis","0","0"
"caseD_c","0808ad6c","Instruction Label","","switchD_0808ad18","Analysis","0","0"
"caseD_d","0808ad6c","Instruction Label","","switchD_0808ad18","Analysis","0","0"
"caseD_10","0808ad6c","Instruction Label","","switchD_0808ad18","Analysis","0","0"
"caseD_11","0808ad6c","Instruction Label","","switchD_0808ad18","Analysis","0","0"
"caseD_12","0808ad6c","Instruction Label","","switchD_0808ad18","Analysis","0","0"
"caseD_14","0808ad6c","Instruction Label","","switchD_0808ad18","Analysis","0","0"
"caseD_16","0808ad6c","Instruction Label","","switchD_0808ad18","Analysis","0","0"
"caseD_13","0808ad88","Instruction Label","","switchD_0808ad18","Analysis","2","0"
"caseD_7","0808ad92","Instruction Label","","switchD_0808ad18","Analysis","6","0"
"caseD_e","0808ad92","Instruction Label","","switchD_0808ad18","Analysis","0","0"
"caseD_f","0808ad92","Instruction Label","","switchD_0808ad18","Analysis","0","0"
"caseD_15","0808ad92","Instruction Label","","switchD_0808ad18","Analysis","0","0"
"FUN_0808ada0","0808ada0","Function","undefined","Global","Default","0","0"
"FUN_0808adf0","0808adf0","Function","undefined","Global","Default","0","0"
"FUN_0808ae84","0808ae84","Function","undefined","Global","Default","0","1"
"FUN_0808aeb0","0808aeb0","Function","undefined","Global","Default","0","1"
"FUN_0808aff0","0808aff0","Function","undefined","Global","Default","0","1"
"FUN_0808b05c","0808b05c","Function","undefined","Global","Default","0","1"
"FUN_0808b0bc","0808b0bc","Function","undefined","Global","Default","0","0"
"FUN_0808b168","0808b168","Function","undefined","Global","Default","3","0"
"FUN_0808b1f0","0808b1f0","Function","undefined","Global","Default","6","0"
"CreatePullableMushroomStalk","0808b21c","Function","undefined","Global","User Defined","2","0"
"FUN_0808b294","0808b294","Function","undefined","Global","Default","0","1"
"FUN_0808b2ac","0808b2ac","Function","undefined","Global","Default","0","1"
"FUN_0808b2cc","0808b2cc","Function","undefined","Global","Default","0","1"
"FUN_0808b324","0808b324","Function","undefined","Global","Default","0","1"
"FUN_0808b344","0808b344","Function","undefined","Global","Default","0","1"
"FUN_0808b38c","0808b38c","Function","undefined","Global","Default","0","1"
"FUN_0808b3ac","0808b3ac","Function","undefined","Global","Default","2","0"
"FUN_0808b41c","0808b41c","Function","undefined","Global","Default","2","0"
"FUN_0808b42c","0808b42c","Function","undefined","Global","Default","2","0"
"FUN_0808b448","0808b448","Function","undefined","Global","Default","0","1"
"FUN_0808b474","0808b474","Function","undefined","Global","Default","0","1"
"FUN_0808b530","0808b530","Function","undefined","Global","Default","0","1"
"FUN_0808b564","0808b564","Function","undefined","Global","Default","0","1"
"FUN_0808b590","0808b590","Function","undefined","Global","Default","0","1"
"FUN_0808b5e8","0808b5e8","Function","undefined","Global","Default","0","1"
"FUN_0808b684","0808b684","Function","undefined","Global","Default","0","1"
"FUN_0808b73c","0808b73c","Function","undefined","Global","Default","1","0"
"FUN_0808b7c8","0808b7c8","Function","undefined","Global","Default","2","0"
"CreateWarpPoint","0808b830","Function","undefined","Global","User Defined","3","0"
"FUN_0808b86c","0808b86c","Function","undefined","Global","Default","0","1"
"FUN_0808b884","0808b884","Function","undefined","Global","Default","0","1"
"FUN_0808b89c","0808b89c","Function","undefined","Global","Default","0","1"
"FUN_0808b8d4","0808b8d4","Function","undefined","Global","Default","0","0"
"FUN_0808b910","0808b910","Function","undefined","Global","Default","0","0"
"FUN_0808b934","0808b934","Function","undefined","Global","Default","0","1"
"FUN_0808b9d4","0808b9d4","Function","undefined","Global","Default","0","1"
"FUN_0808ba10","0808ba10","Function","undefined","Global","Default","0","1"
"FUN_0808ba48","0808ba48","Function","undefined","Global","Default","0","1"
"FUN_0808ba6c","0808ba6c","Function","undefined","Global","Default","0","1"
"FUN_0808bb04","0808bb04","Function","undefined","Global","Default","0","1"
"FUN_0808bb18","0808bb18","Function","undefined","Global","Default","0","1"
"FUN_0808bb30","0808bb30","Function","undefined","Global","Default","0","1"
"FUN_0808bbe0","0808bbe0","Function","undefined","Global","Default","2","0"
"FUN_0808bc3c","0808bc3c","Function","undefined","Global","Default","0","0"
"FUN_0808bd00","0808bd00","Function","undefined","Global","Default","2","0"
"FUN_0808bd14","0808bd14","Function","undefined","Global","Default","0","0"
"FUN_0808bdb0","0808bdb0","Function","undefined","Global","Default","1","0"
"FUN_0808bde8","0808bde8","Function","undefined","Global","Default","0","1"
"FUN_0808be00","0808be00","Function","undefined","Global","Default","0","1"
"FUN_0808be2c","0808be2c","Function","undefined","Global","Default","0","0"
"FUN_0808be84","0808be84","Function","undefined","Global","Default","0","1"
"FUN_0808be9c","0808be9c","Function","undefined","Global","Default","0","1"
"FUN_0808bf14","0808bf14","Function","undefined","Global","Default","0","1"
"FUN_0808bf58","0808bf58","Function","undefined","Global","Default","0","1"
"FUN_0808bfd8","0808bfd8","Function","undefined","Global","Default","0","1"
"FUN_0808c01c","0808c01c","Function","undefined","Global","Default","2","0"
"FUN_0808c0ac","0808c0ac","Function","undefined","Global","Default","0","1"
"FUN_0808c128","0808c128","Function","undefined","Global","Default","2","0"
"FUN_0808c13c","0808c13c","Function","undefined","Global","Default","2","0"
"FUN_0808c148","0808c148","Function","undefined","Global","Default","4","0"
"FUN_0808c1fc","0808c1fc","Function","undefined","Global","Default","0","1"
"FUN_0808c320","0808c320","Function","undefined","Global","Default","0","1"
"FUN_0808c348","0808c348","Function","undefined","Global","Default","0","1"
"FUN_0808c384","0808c384","Function","undefined","Global","Default","0","1"
"FUN_0808c3bc","0808c3bc","Function","undefined","Global","Default","0","1"
"FUN_0808c414","0808c414","Function","undefined","Global","Default","0","1"
"FUN_0808c4a4","0808c4a4","Function","undefined","Global","Default","0","1"
"FUN_0808c4bc","0808c4bc","Function","undefined","Global","Default","1","0"
"FUN_0808c500","0808c500","Function","undefined","Global","Default","3","0"
"FUN_0808c5d0","0808c5d0","Function","undefined","Global","Default","1","0"
"FUN_0808c650","0808c650","Function","undefined","Global","Default","2","0"
"FUN_0808c67c","0808c67c","Function","undefined","Global","Default","2","0"
"FUN_0808c688","0808c688","Function","undefined","Global","Default","1","0"
"FUN_0808c69c","0808c69c","Function","undefined","Global","Default","0","1"
"FUN_0808c6d4","0808c6d4","Function","undefined","Global","Default","0","1"
"FUN_0808c74c","0808c74c","Function","undefined","Global","Default","1","0"
"FUN_0808c840","0808c840","Function","undefined","Global","Default","2","0"
"FUN_0808c858","0808c858","Function","undefined","Global","Default","0","1"
"FUN_0808c8b8","0808c8b8","Function","undefined","Global","Default","0","0"
"FUN_0808c91c","0808c91c","Function","undefined","Global","Default","0","1"
"FUN_0808c934","0808c934","Function","undefined","Global","Default","0","1"
"FUN_0808c94c","0808c94c","Function","undefined","Global","Default","0","1"
"FUN_0808c964","0808c964","Function","undefined","Global","Default","0","1"
"FUN_0808ca10","0808ca10","Function","undefined","Global","Default","0","0"
"FUN_0808cafc","0808cafc","Function","undefined","Global","Default","0","1"
"FUN_0808cb1c","0808cb1c","Function","undefined","Global","Default","0","0"
"FUN_0808cb9c","0808cb9c","Function","undefined","Global","Default","1","0"
"FUN_0808cbe8","0808cbe8","Function","undefined","Global","Default","0","1"
"FUN_0808cc88","0808cc88","Function","undefined","Global","Default","4","0"
"FUN_0808ccbc","0808ccbc","Function","undefined","Global","Default","0","1"
"FUN_0808cd00","0808cd00","Function","undefined","Global","Default","0","1"
"FUN_0808cd44","0808cd44","Function","undefined","Global","Default","0","1"
"FUN_0808cd88","0808cd88","Function","undefined","Global","Default","0","1"
"FUN_0808cddc","0808cddc","Function","undefined","Global","Default","0","1"
"FUN_0808cdf8","0808cdf8","Function","undefined","Global","Default","0","1"
"FUN_0808ce38","0808ce38","Function","undefined","Global","Default","0","1"
"FUN_0808ce68","0808ce68","Function","undefined","Global","Default","0","1"
"FUN_0808ce98","0808ce98","Function","undefined","Global","Default","0","1"
"FUN_0808cec0","0808cec0","Function","undefined","Global","Default","0","1"
"FUN_0808cef0","0808cef0","Function","undefined","Global","Default","0","1"
"FUN_0808cf08","0808cf08","Function","undefined","Global","Default","0","1"
"FUN_0808cf5c","0808cf5c","Function","undefined","Global","Default","0","0"
"FUN_0808d030","0808d030","Function","undefined","Global","Default","1","0"
"FUN_0808d064","0808d064","Function","undefined","Global","Default","0","0"
"FUN_0808d0c8","0808d0c8","Function","undefined","Global","Default","0","1"
"FUN_0808d0e0","0808d0e0","Function","undefined","Global","Default","0","1"
"FUN_0808d194","0808d194","Function","undefined","Global","Default","0","1"
"FUN_0808d280","0808d280","Function","undefined","Global","Default","0","0"
"FUN_0808d2cc","0808d2cc","Function","undefined","Global","Default","0","0"
"FUN_0808d2fc","0808d2fc","Function","undefined","Global","Default","0","1"
"FUN_0808d360","0808d360","Function","undefined","Global","Default","0","1"
"FUN_0808d394","0808d394","Function","undefined","Global","Default","0","1"
"FUN_0808d408","0808d408","Function","undefined","Global","Default","0","1"
"FUN_0808d474","0808d474","Function","undefined","Global","Default","0","1"
"FUN_0808d518","0808d518","Function","undefined","Global","Default","0","0"
"FUN_0808d59c","0808d59c","Function","undefined","Global","Default","0","0"
"FUN_0808d5dc","0808d5dc","Function","undefined","Global","Default","0","1"
"FUN_0808d618","0808d618","Function","undefined","Global","Default","1","0"
"FUN_0808d674","0808d674","Function","undefined","Global","Default","0","1"
"switchD","0808d694","Instruction Label","","switchD_0808d694","Analysis","0","0"
"switchdataD_0808d69c","0808d69c","Data Label","undefined *","switchD_0808d694","Analysis","2","0"
"caseD_14","0808d71c","Instruction Label","","switchD_0808d694","Analysis","2","0"
"caseD_1f","0808d73c","Instruction Label","","switchD_0808d694","Analysis","2","0"
"caseD_0","0808d740","Instruction Label","","switchD_0808d694","Analysis","12","0"
"caseD_1","0808d740","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_4","0808d740","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_5","0808d740","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_6","0808d740","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_8","0808d740","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_9","0808d740","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_a","0808d740","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_b","0808d740","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_c","0808d740","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_1e","0808d740","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_13","0808d748","Instruction Label","","switchD_0808d694","Analysis","2","0"
"caseD_2","0808d750","Instruction Label","","switchD_0808d694","Analysis","22","0"
"caseD_3","0808d750","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_7","0808d750","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_d","0808d750","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_e","0808d750","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_f","0808d750","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_10","0808d750","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_11","0808d750","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_12","0808d750","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_15","0808d750","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_16","0808d750","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_17","0808d750","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_18","0808d750","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_19","0808d750","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_1a","0808d750","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_1b","0808d750","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_1c","0808d750","Instruction Label","","switchD_0808d694","Analysis","0","0"
"caseD_1d","0808d750","Instruction Label","","switchD_0808d694","Analysis","0","0"
"FUN_0808d76c","0808d76c","Function","undefined","Global","Default","0","0"
"FUN_0808d798","0808d798","Function","undefined","Global","Default","0","0"
"FUN_0808d7a0","0808d7a0","Function","undefined","Global","Default","0","0"
"FUN_0808d7b4","0808d7b4","Function","undefined","Global","Default","0","1"
"FUN_0808d844","0808d844","Function","undefined","Global","Default","0","1"
"FUN_0808d88c","0808d88c","Function","undefined","Global","Default","0","1"
"FUN_0808d958","0808d958","Function","undefined","Global","Default","0","1"
"FUN_0808d998","0808d998","Function","undefined","Global","Default","0","1"
"FUN_0808daa0","0808daa0","Function","undefined","Global","Default","1","0"
"FUN_0808dad0","0808dad0","Function","undefined","Global","Default","1","0"
"FUN_0808db2c","0808db2c","Function","undefined","Global","Default","3","0"
"FUN_0808db54","0808db54","Function","undefined","Global","Default","0","1"
"FUN_0808dd7c","0808dd7c","Function","undefined","Global","Default","0","1"
"FUN_0808ddb4","0808ddb4","Function","undefined","Global","Default","0","1"
"FUN_0808dde8","0808dde8","Function","undefined","Global","Default","1","0"
"FUN_0808ded0","0808ded0","Function","undefined","Global","Default","0","1"
"FUN_0808dee8","0808dee8","Function","undefined","Global","Default","0","1"
"FUN_0808dfac","0808dfac","Function","undefined","Global","Default","1","1"
"FUN_0808e1bc","0808e1bc","Function","undefined","Global","Default","0","1"
"FUN_0808e208","0808e208","Function","undefined","Global","Default","0","1"
"FUN_0808e264","0808e264","Function","undefined","Global","Default","0","1"
"FUN_0808e298","0808e298","Function","undefined","Global","Default","0","1"
"FUN_0808e318","0808e318","Function","undefined","Global","Default","1","0"
"FUN_0808e354","0808e354","Function","undefined","Global","Default","2","0"
"FUN_0808e414","0808e414","Function","undefined","Global","Default","0","1"
"FUN_0808e448","0808e448","Function","undefined","Global","Default","0","0"
"FUN_0808e4a8","0808e4a8","Function","undefined","Global","Default","0","1"
"FUN_0808e55c","0808e55c","Function","undefined","Global","Default","1","0"
"FUN_0808e670","0808e670","Function","undefined","Global","Default","1","0"
"FUN_0808e688","0808e688","Function","undefined","Global","Default","0","1"
"FUN_0808e6a0","0808e6a0","Function","undefined","Global","Default","0","1"
"FUN_0808e6e4","0808e6e4","Function","undefined","Global","Default","0","1"
"FUN_0808e714","0808e714","Function","undefined","Global","Default","1","1"
"FUN_0808e764","0808e764","Function","undefined","Global","Default","0","1"
"FUN_0808e7a0","0808e7a0","Function","undefined","Global","Default","0","1"
"FUN_0808e7d8","0808e7d8","Function","undefined","Global","Default","0","1"
"FUN_0808e7f0","0808e7f0","Function","undefined","Global","Default","0","1"
"FUN_0808e818","0808e818","Function","undefined","Global","Default","0","0"
"FUN_0808e950","0808e950","Function","undefined","Global","Default","3","0"
"FUN_0808e988","0808e988","Function","undefined","Global","Default","0","1"
"FUN_0808e9f4","0808e9f4","Function","undefined","Global","Default","0","1"
"FUN_0808ea28","0808ea28","Function","undefined","Global","Default","0","1"
"FUN_0808eabc","0808eabc","Function","void","Global","Default","1","0"
"switchD","0808eae8","Instruction Label","","switchD_0808eae8","Analysis","0","0"
"switchdataD_0808eaf8","0808eaf8","Data Label","undefined *","switchD_0808eae8","Analysis","2","0"
"caseD_0","0808eb18","Instruction Label","","switchD_0808eae8","Analysis","2","0"
"caseD_3","0808eb1c","Instruction Label","","switchD_0808eae8","Analysis","5","0"
"caseD_4","0808eb1c","Instruction Label","","switchD_0808eae8","Analysis","0","0"
"caseD_6","0808eb1c","Instruction Label","","switchD_0808eae8","Analysis","0","0"
"caseD_7","0808eb1c","Instruction Label","","switchD_0808eae8","Analysis","0","0"
"caseD_5","0808eb26","Instruction Label","","switchD_0808eae8","Analysis","2","0"
"caseD_2","0808eb56","Instruction Label","","switchD_0808eae8","Analysis","2","0"
"caseD_1","0808eb60","Instruction Label","","switchD_0808eae8","Analysis","3","0"
"FUN_0808eb74","0808eb74","Function","undefined","Global","Default","0","1"
"FUN_0808ebb8","0808ebb8","Function","undefined","Global","Default","0","1"
"switchD","0808ebce","Instruction Label","","switchD_0808ebce","Analysis","0","0"
"switchdataD_0808ebd8","0808ebd8","Data Label","undefined *","switchD_0808ebce","Analysis","2","0"
"caseD_4","0808ebf0","Instruction Label","","switchD_0808ebce","Analysis","2","0"
"caseD_5","0808ebfc","Instruction Label","","switchD_0808ebce","Analysis","2","0"
"caseD_6","0808ec00","Instruction Label","","switchD_0808ebce","Analysis","2","0"
"caseD_7","0808ec14","Instruction Label","","switchD_0808ebce","Analysis","2","0"
"caseD_2","0808ec18","Instruction Label","","switchD_0808ebce","Analysis","2","0"
"caseD_3","0808ec1c","Instruction Label","","switchD_0808ebce","Analysis","3","0"
"FUN_0808ec80","0808ec80","Function","undefined","Global","Default","2","0"
"FUN_0808ecbc","0808ecbc","Function","undefined","Global","Default","0","1"
"FUN_0808ed64","0808ed64","Function","undefined","Global","Default","0","1"
"FUN_0808ed98","0808ed98","Function","undefined","Global","Default","0","1"
"FUN_0808ee00","0808ee00","Function","undefined","Global","Default","0","1"
"FUN_0808ee98","0808ee98","Function","undefined","Global","Default","0","1"
"FUN_0808eed8","0808eed8","Function","undefined","Global","Default","0","1"
"FUN_0808ef24","0808ef24","Function","undefined","Global","Default","0","1"
"FUN_0808ef6c","0808ef6c","Function","undefined","Global","Default","5","0"
"FUN_0808eff0","0808eff0","Function","undefined","Global","Default","1","0"
"FUN_0808f0a0","0808f0a0","Function","undefined","Global","Default","0","1"
"FUN_0808f0b8","0808f0b8","Function","undefined","Global","Default","0","1"
"FUN_0808f0d0","0808f0d0","Function","undefined","Global","Default","0","1"
"FUN_0808f14c","0808f14c","Function","undefined","Global","Default","1","1"
"FUN_0808f170","0808f170","Function","undefined","Global","Default","0","1"
"FUN_0808f1a4","0808f1a4","Function","undefined","Global","Default","0","1"
"FUN_0808f1e0","0808f1e0","Function","undefined","Global","Default","0","1"
"FUN_0808f1f8","0808f1f8","Function","undefined","Global","Default","0","1"
"FUN_0808f244","0808f244","Function","undefined","Global","Default","1","0"
"FUN_0808f2b0","0808f2b0","Function","undefined","Global","Default","5","0"
"FUN_0808f2c0","0808f2c0","Function","undefined","Global","Default","0","1"
"FUN_0808f370","0808f370","Function","undefined","Global","Default","0","1"
"FUN_0808f3dc","0808f3dc","Function","undefined","Global","Default","0","1"
"FUN_0808f498","0808f498","Function","undefined","Global","Default","0","1"
"FUN_0808f554","0808f554","Function","undefined","Global","Default","0","1"
"FUN_0808f5ec","0808f5ec","Function","undefined","Global","Default","1","0"
"FUN_0808f640","0808f640","Function","undefined","Global","Default","0","1"
"FUN_0808f658","0808f658","Function","undefined","Global","Default","0","1"
"FUN_0808f6e0","0808f6e0","Function","undefined","Global","Default","0","0"
"FUN_0808f70c","0808f70c","Function","undefined","Global","Default","0","0"
"FUN_0808f77c","0808f77c","Function","undefined","Global","Default","0","1"
"FUN_0808f7a8","0808f7a8","Function","undefined","Global","Default","0","1"
"FUN_0808f7d4","0808f7d4","Function","undefined","Global","Default","0","1"
"FUN_0808f80c","0808f80c","Function","undefined","Global","Default","0","1"
"FUN_0808f858","0808f858","Function","undefined","Global","Default","0","1"
"FUN_0808f8f0","0808f8f0","Function","undefined","Global","Default","0","1"
"FUN_0808f914","0808f914","Function","undefined","Global","Default","0","1"
"FUN_0808f940","0808f940","Function","undefined","Global","Default","0","1"
"FUN_0808f968","0808f968","Function","undefined","Global","Default","0","1"
"FUN_0808f990","0808f990","Function","undefined","Global","Default","0","1"
"FUN_0808facc","0808facc","Function","undefined","Global","Default","0","0"
"FUN_0808fb68","0808fb68","Function","undefined","Global","Default","1","0"
"FUN_0808fbfc","0808fbfc","Function","undefined","Global","Default","1","0"
"FUN_0808fc3c","0808fc3c","Function","undefined","Global","Default","0","0"
"FUN_0808fc5c","0808fc5c","Function","undefined","Global","Default","1","0"
"FUN_0808fd44","0808fd44","Function","undefined","Global","Default","3","0"
"FUN_0808fde8","0808fde8","Function","undefined","Global","Default","1","0"
"FUN_0808fecc","0808fecc","Function","undefined","Global","Default","1","0"
"FUN_0808ff20","0808ff20","Function","undefined","Global","Default","1","0"
"FUN_0808ff4c","0808ff4c","Function","undefined","Global","Default","1","0"
"FUN_0808ff50","0808ff50","Function","undefined","Global","Default","2","0"
"FUN_08090094","08090094","Function","undefined","Global","Default","2","0"
"switchD","080900cc","Instruction Label","","switchD_080900cc","Analysis","0","0"
"switchdataD_080900d8","080900d8","Data Label","undefined *","switchD_080900cc","Analysis","2","0"
"caseD_4025","08090108","Instruction Label","","switchD_080900cc","Analysis","2","0"
"caseD_402d","0809010e","Instruction Label","","switchD_080900cc","Analysis","3","0"
"caseD_402f","0809010e","Instruction Label","","switchD_080900cc","Analysis","0","0"
"caseD_4024","08090114","Instruction Label","","switchD_080900cc","Analysis","4","0"
"caseD_402c","08090114","Instruction Label","","switchD_080900cc","Analysis","0","0"
"caseD_402e","08090114","Instruction Label","","switchD_080900cc","Analysis","0","0"
"caseD_4026","0809011a","Instruction Label","","switchD_080900cc","Analysis","11","0"
"caseD_4027","0809011a","Instruction Label","","switchD_080900cc","Analysis","0","0"
"caseD_4028","0809011a","Instruction Label","","switchD_080900cc","Analysis","0","0"
"caseD_4029","0809011a","Instruction Label","","switchD_080900cc","Analysis","0","0"
"caseD_402a","0809011a","Instruction Label","","switchD_080900cc","Analysis","0","0"
"caseD_402b","0809011a","Instruction Label","","switchD_080900cc","Analysis","0","0"
"switchD","0809013e","Instruction Label","","switchD_0809013e","Analysis","0","0"
"switchdataD_08090148","08090148","Data Label","undefined *","switchD_0809013e","Analysis","2","0"
"caseD_4025","08090180","Instruction Label","","switchD_0809013e","Analysis","2","0"
"caseD_402d","080901b4","Instruction Label","","switchD_0809013e","Analysis","3","0"
"caseD_402f","080901b4","Instruction Label","","switchD_0809013e","Analysis","0","0"
"caseD_4024","080901ec","Instruction Label","","switchD_0809013e","Analysis","2","0"
"caseD_402c","08090210","Instruction Label","","switchD_0809013e","Analysis","3","0"
"caseD_402e","08090210","Instruction Label","","switchD_0809013e","Analysis","0","0"
"caseD_4022","08090242","Instruction Label","","switchD_0809013e","Analysis","11","0"
"caseD_4023","08090242","Instruction Label","","switchD_0809013e","Analysis","0","0"
"caseD_4026","08090242","Instruction Label","","switchD_0809013e","Analysis","0","0"
"caseD_4027","08090242","Instruction Label","","switchD_0809013e","Analysis","0","0"
"caseD_4028","08090242","Instruction Label","","switchD_0809013e","Analysis","0","0"
"caseD_4029","08090242","Instruction Label","","switchD_0809013e","Analysis","0","0"
"caseD_402a","08090242","Instruction Label","","switchD_0809013e","Analysis","0","0"
"caseD_402b","08090242","Instruction Label","","switchD_0809013e","Analysis","0","0"
"FUN_08090254","08090254","Function","undefined","Global","Default","1","0"
"FUN_0809028c","0809028c","Function","undefined","Global","Default","2","0"
"FUN_08090480","08090480","Function","undefined","Global","Default","14","0"
"FUN_08090498","08090498","Function","undefined","Global","Default","1","0"
"FUN_08090514","08090514","Function","undefined","Global","Default","1","0"
"FUN_080905a0","080905a0","Function","undefined","Global","Default","0","1"
"FUN_080905b8","080905b8","Function","undefined","Global","Default","0","1"
"switchD","080907da","Instruction Label","","switchD_080907da","Analysis","0","0"
"switchdataD_080907e4","080907e4","Data Label","pointer","switchD_080907da","Analysis","2","0"
"caseD_1","080908d4","Instruction Label","","switchD_080907da","Analysis","2","0"
"caseD_9","080908f0","Instruction Label","","switchD_080907da","Analysis","2","0"
"caseD_1e","08090920","Instruction Label","","switchD_080907da","Analysis","1","0"
"caseD_1f","08090938","Instruction Label","","switchD_080907da","Analysis","1","0"
"caseD_28","08090984","Instruction Label","","switchD_080907da","Analysis","1","0"
"caseD_3b","08090994","Instruction Label","","switchD_080907da","Analysis","1","0"
"caseD_3c","080909c8","Instruction Label","","switchD_080907da","Analysis","1","0"
"caseD_2","080909dc","Instruction Label","","switchD_080907da","Analysis","17","0"
"caseD_3","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_4","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_5","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_6","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_7","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_8","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_a","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_b","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_c","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_d","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_e","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_f","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_10","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_11","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_12","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_13","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_14","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_15","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_16","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_17","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_18","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_19","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_1a","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_1b","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_1c","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_1d","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_20","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_21","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_22","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_23","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_24","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_25","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_26","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_27","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_29","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_2a","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_2b","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_2c","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_2d","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_2e","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_2f","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_30","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_31","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_32","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_33","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_34","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_35","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_36","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_37","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_38","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"caseD_39","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
